id,date,store_nbr,family,sales,onpromotion
164136,2013-04-03,14,PLAYERS AND ELECTRONICS,0.0,0
460973,2013-09-16,42,PREPARED FOODS,0.0,0
1118890,2014-09-21,52,PERSONAL CARE,0.0,0
299873,2013-06-18,23,BEAUTY,1.0,0
569112,2013-11-16,27,PLAYERS AND ELECTRONICS,0.0,0
360179,2013-07-22,15,HOME APPLIANCES,0.0,0
2395815,2016-09-09,31,HOME AND KITCHEN I,18.0,0
1346516,2015-01-28,4,HOME APPLIANCES,0.0,0
483856,2013-09-29,35,EGGS,59.0,0
631963,2013-12-21,40,GROCERY II,5.0,0
605975,2013-12-07,11,PREPARED FOODS,41.0,0
2841890,2017-05-18,47,PREPARED FOODS,162.385,2
1061227,2014-08-20,35,GROCERY II,2.0,0
2317390,2016-07-27,30,SCHOOL AND OFFICE SUPPLIES,0.0,0
2055411,2016-03-02,30,CELEBRATION,5.0,0
2385300,2016-09-03,36,PLAYERS AND ELECTRONICS,13.0,0
1964439,2016-01-11,28,HOME AND KITCHEN I,19.0,0
275905,2013-06-04,5,PERSONAL CARE,185.0,0
172266,2013-04-07,42,CELEBRATION,0.0,0
1642852,2015-07-13,54,GROCERY II,20.0,0
1728273,2015-08-30,50,PRODUCE,3029.876,1
2395251,2016-09-09,16,GROCERY I,1881.0,51
2846353,2017-05-21,23,BOOKS,0.0,0
1671378,2015-07-29,54,PLAYERS AND ELECTRONICS,2.0,0
2426382,2016-09-26,39,MEATS,137.869,1
1985162,2016-01-23,1,HARDWARE,1.0,0
1519762,2015-05-05,50,GROCERY II,65.0,1
1492250,2015-04-20,29,MAGAZINES,1.0,0
636902,2013-12-24,3,BEAUTY,5.0,0
2112032,2016-04-03,19,SEAFOOD,18.0,0
346036,2013-07-14,18,SCHOOL AND OFFICE SUPPLIES,0.0,0
2343746,2016-08-11,20,LAWN AND GARDEN,0.0,0
1518683,2015-05-05,20,MAGAZINES,0.0,0
2571375,2016-12-16,8,HOME AND KITCHEN I,74.0,4
2883853,2017-06-11,25,HOME AND KITCHEN II,24.0,2
460061,2013-09-16,18,DAIRY,264.0,0
1697302,2015-08-13,32,GROCERY II,2.0,0
183804,2013-04-14,16,PLAYERS AND ELECTRONICS,0.0,0
189936,2013-04-17,38,LINGERIE,18.0,0
1796844,2015-10-08,25,PLAYERS AND ELECTRONICS,3.0,0
1537578,2015-05-15,50,DELI,470.856,61
2512622,2016-11-14,1,BEAUTY,8.0,1
231653,2013-05-10,9,PET SUPPLIES,0.0,0
2036570,2016-02-20,51,DAIRY,1634.0,0
1308779,2015-01-07,30,SEAFOOD,1.0,0
2819055,2017-05-05,7,PRODUCE,4969.597,2
2988336,2017-08-08,7,LINGERIE,10.0,0
2282969,2016-07-08,15,PREPARED FOODS,44.0,0
2722925,2017-03-13,1,PREPARED FOODS,128.984,0
960255,2014-06-24,51,LINGERIE,2.0,0
1808212,2015-10-14,44,EGGS,563.0,0
2506858,2016-11-10,47,GROCERY II,29.0,0
1666953,2015-07-27,30,MEATS,55.132,0
1349549,2015-01-30,25,HARDWARE,1.0,0
462625,2013-09-17,39,SCHOOL AND OFFICE SUPPLIES,0.0,0
2377931,2016-08-30,3,HOME APPLIANCES,0.0,0
2918191,2017-06-30,39,BABY CARE,0.0,0
2536445,2016-11-27,27,SEAFOOD,34.651,0
1004827,2014-07-19,52,EGGS,0.0,0
2546153,2016-12-02,5,BREAD/BAKERY,306.465,5
2170964,2016-05-06,22,PET SUPPLIES,2.0,0
2448731,2016-10-09,16,SEAFOOD,1.0,0
467150,2013-09-20,17,BEAUTY,2.0,0
960986,2014-06-25,22,PET SUPPLIES,0.0,0
1697064,2015-08-13,26,CELEBRATION,1.0,0
1610218,2015-06-25,39,HOME AND KITCHEN II,19.0,0
2888726,2017-06-14,12,BREAD/BAKERY,199.0,2
30258,2013-01-17,8,PRODUCE,0.0,0
1986029,2016-01-23,33,MAGAZINES,2.0,0
1681607,2015-08-04,41,PET SUPPLIES,7.0,0
2272932,2016-07-02,33,MEATS,308.218,1
1010832,2014-07-23,21,DELI,0.0,0
2010667,2016-02-06,25,EGGS,610.0,0
2800889,2017-04-25,47,HARDWARE,2.0,0
2702653,2017-03-01,40,LADIESWEAR,0.0,0
1653315,2015-07-19,48,HOME AND KITCHEN I,70.0,0
506189,2013-10-12,12,BEAUTY,1.0,0
2460615,2016-10-15,5,BEVERAGES,1834.0,11
1507667,2015-04-29,11,PREPARED FOODS,51.0,0
1072391,2014-08-26,48,MAGAZINES,0.0,0
1577396,2015-06-07,18,PREPARED FOODS,73.0,0
2073174,2016-03-12,29,HOME AND KITCHEN I,24.0,0
2144150,2016-04-21,20,DAIRY,592.0,8
194653,2013-04-20,20,LADIESWEAR,0.0,0
715352,2014-02-07,30,FROZEN FOODS,31.0,0
729996,2014-02-15,41,BEVERAGES,1175.0,0
1961218,2016-01-09,37,POULTRY,278.394,1
2014147,2016-02-08,22,PERSONAL CARE,110.0,0
508399,2013-10-13,24,BABY CARE,0.0,0
868066,2014-05-04,16,BABY CARE,0.0,0
1109429,2014-09-16,38,BEAUTY,0.0,0
1282973,2014-12-22,7,SEAFOOD,54.760998,0
2258292,2016-06-24,23,BEVERAGES,1100.0,3
1120672,2014-09-22,52,PERSONAL CARE,0.0,0
1738708,2015-09-05,44,BOOKS,0.0,0
1357027,2015-02-03,35,BABY CARE,0.0,0
1634352,2015-07-09,16,PLAYERS AND ELECTRONICS,2.0,0
578628,2013-11-21,44,CELEBRATION,0.0,0
1845414,2015-11-04,38,LINGERIE,10.0,0
107734,2013-03-02,31,"LIQUOR,WINE,BEER",51.0,0
439669,2013-09-04,45,EGGS,389.0,0
965577,2014-06-27,50,PRODUCE,4.0,0
109597,2013-03-03,34,BOOKS,0.0,0
2414147,2016-09-19,45,SEAFOOD,68.91,1
419575,2013-08-24,31,GROCERY II,10.0,0
865728,2014-05-02,5,CELEBRATION,0.0,0
1106975,2014-09-15,19,MAGAZINES,1.0,0
189599,2013-04-17,29,HARDWARE,0.0,0
1241592,2014-11-29,46,AUTOMOTIVE,13.0,0
1067827,2014-08-24,20,GROCERY II,0.0,0
1359720,2015-02-05,10,LINGERIE,7.0,0
2357482,2016-08-18,6,POULTRY,418.093,1
1351587,2015-01-31,32,CELEBRATION,0.0,0
407848,2013-08-17,52,BABY CARE,0.0,0
1714515,2015-08-23,16,AUTOMOTIVE,13.0,0
2615172,2017-01-11,36,LINGERIE,0.0,0
487635,2013-10-01,40,PLAYERS AND ELECTRONICS,0.0,0
1511518,2015-05-01,2,LADIESWEAR,0.0,0
366415,2013-07-25,4,HOME AND KITCHEN II,0.0,0
18624,2013-01-11,31,GROCERY I,1816.0,0
979133,2014-07-05,31,MAGAZINES,0.0,0
636971,2013-12-24,31,BREAD/BAKERY,736.0,0
41154,2013-01-24,14,BEVERAGES,429.0,0
2013937,2016-02-08,17,GROCERY II,4.0,0
642909,2013-12-28,48,BEVERAGES,2771.0,0
2203775,2016-05-24,43,BEAUTY,0.0,0
2361016,2016-08-20,54,SCHOOL AND OFFICE SUPPLIES,0.0,0
2007709,2016-02-04,41,"LIQUOR,WINE,BEER",85.0,1
1511564,2015-05-01,20,SEAFOOD,18.589,1
2436361,2016-10-02,2,BOOKS,0.0,0
2965139,2017-07-26,6,MAGAZINES,5.0,0
2871093,2017-06-04,17,PLAYERS AND ELECTRONICS,20.0,0
2244088,2016-06-16,24,"LIQUOR,WINE,BEER",242.0,1
1145436,2014-10-06,48,CELEBRATION,12.0,1
1407889,2015-03-04,12,EGGS,134.0,0
1667272,2015-07-27,4,GROCERY II,26.0,0
2273883,2016-07-03,10,HOME CARE,317.0,8
2456100,2016-10-13,23,DELI,95.343,0
950259,2014-06-19,21,MEATS,0.0,0
702029,2014-01-30,7,LAWN AND GARDEN,12.0,0
2595642,2016-12-31,38,PLAYERS AND ELECTRONICS,7.0,0
1371751,2015-02-11,48,CLEANING,1521.0,6
2275424,2016-07-03,53,DAIRY,1557.0,8
2496664,2016-11-05,11,HOME AND KITCHEN II,36.0,0
911944,2014-05-28,46,"LIQUOR,WINE,BEER",70.0,0
2710560,2017-03-06,13,CELEBRATION,5.0,0
316218,2013-06-27,31,GROCERY I,2609.0,0
2005885,2016-02-03,40,GROCERY II,9.0,0
1587258,2015-06-12,44,MEATS,1279.907,52
2543384,2016-12-01,22,DAIRY,341.0,16
679156,2014-01-18,15,HOME AND KITCHEN II,10.0,0
2357279,2016-08-18,5,MAGAZINES,6.0,0
2669442,2017-02-11,1,CELEBRATION,22.0,0
2475319,2016-10-24,12,"LIQUOR,WINE,BEER",30.0,0
1646039,2015-07-15,43,SEAFOOD,0.0,0
2812249,2017-05-02,16,"LIQUOR,WINE,BEER",16.0,0
1295134,2014-12-30,48,HOME AND KITCHEN II,29.0,0
1282558,2014-12-22,45,GROCERY II,126.0,0
410388,2013-08-19,24,AUTOMOTIVE,1.0,0
1197539,2014-11-05,10,BEAUTY,1.0,0
1541995,2015-05-18,25,BOOKS,0.0,0
1905337,2015-12-08,2,HOME AND KITCHEN II,3.0,0
106773,2013-03-01,54,HOME CARE,0.0,0
2777546,2017-04-12,42,BEAUTY,1.0,0
2680422,2017-02-17,17,PRODUCE,1092.301,0
177588,2013-04-10,41,HOME AND KITCHEN I,0.0,0
375148,2013-07-30,35,BOOKS,0.0,0
2335009,2016-08-06,25,POULTRY,172.981,0
68514,2013-02-08,31,CELEBRATION,0.0,0
2964397,2017-07-26,35,CLEANING,520.0,144
1955585,2016-01-06,3,BREAD/BAKERY,1344.733,0
1895813,2015-12-02,51,PREPARED FOODS,180.676,1
2610074,2017-01-08,43,BREAD/BAKERY,770.0,80
1017742,2014-07-27,15,"LIQUOR,WINE,BEER",0.0,0
1924351,2015-12-18,52,"LIQUOR,WINE,BEER",0.0,0
2770336,2017-04-08,4,LADIESWEAR,30.0,0
2668243,2017-02-10,25,POULTRY,313.461,34
1708854,2015-08-19,7,HOME AND KITCHEN I,16.0,0
2877493,2017-06-07,46,PERSONAL CARE,921.0,11
1816235,2015-10-19,2,HARDWARE,2.0,0
1882021,2015-11-25,15,SCHOOL AND OFFICE SUPPLIES,0.0,0
2554953,2016-12-07,46,PLAYERS AND ELECTRONICS,14.0,0
2777596,2017-04-12,43,LADIESWEAR,0.0,0
2265420,2016-06-28,23,BEVERAGES,891.0,4
2727192,2017-03-15,3,CELEBRATION,41.0,0
2815660,2017-05-04,12,BABY CARE,0.0,0
630531,2013-12-20,50,AUTOMOTIVE,11.0,0
1182134,2014-10-27,28,DAIRY,674.0,1
1246530,2014-12-02,34,LINGERIE,11.0,0
2221543,2016-06-03,41,HOME AND KITCHEN II,13.0,0
1189823,2014-10-31,43,DAIRY,281.0,1
1143986,2014-10-05,8,DAIRY,2065.0,5
1023590,2014-07-30,29,PREPARED FOODS,0.0,0
1831898,2015-10-28,1,BEAUTY,1.0,0
175804,2013-04-09,41,GROCERY II,15.0,0
2183234,2016-05-13,17,LAWN AND GARDEN,0.0,0
2878587,2017-06-08,27,PRODUCE,2164.511,0
2267550,2016-06-29,32,LINGERIE,0.0,0
1732227,2015-09-02,12,MEATS,162.46199,0
2562002,2016-12-11,44,HARDWARE,3.0,0
527488,2013-10-24,1,HOME AND KITCHEN II,0.0,0
1486048,2015-04-16,54,PERSONAL CARE,153.0,0
2830149,2017-05-12,19,BEVERAGES,2325.0,25
1090765,2014-09-06,14,HOME AND KITCHEN II,0.0,0
785633,2014-03-18,52,BEAUTY,0.0,0
2273707,2016-07-02,6,CLEANING,1700.0,21
2819772,2017-05-06,27,LINGERIE,5.0,1
1024542,2014-07-30,6,MEATS,361.137,0
2426498,2016-09-26,42,DAIRY,733.0,7
521638,2013-10-20,45,CLEANING,3182.0,0
699424,2014-01-29,33,"LIQUOR,WINE,BEER",102.0,0
2328166,2016-08-02,33,HOME AND KITCHEN II,16.0,0
2097522,2016-03-26,12,DELI,283.0,0
2389070,2016-09-05,42,BEAUTY,5.0,0
2753441,2017-03-30,16,LAWN AND GARDEN,0.0,0
2810768,2017-05-01,24,PET SUPPLIES,11.0,1
2796130,2017-04-23,14,CLEANING,959.0,40
1045150,2014-08-11,34,CLEANING,779.0,0
974056,2014-07-02,39,POULTRY,145.908,1
1343370,2015-01-26,51,CELEBRATION,0.0,0
481948,2013-09-28,31,HOME AND KITCHEN II,0.0,0
703574,2014-01-31,5,HARDWARE,0.0,0
2969888,2017-07-29,39,LAWN AND GARDEN,21.0,0
2094214,2016-03-24,2,BABY CARE,0.0,0
542442,2013-11-01,29,LINGERIE,0.0,0
1886340,2015-11-27,36,PLAYERS AND ELECTRONICS,4.0,0
1919471,2015-12-16,16,PET SUPPLIES,0.0,0
300340,2013-06-18,36,CLEANING,573.0,0
940808,2014-06-13,7,FROZEN FOODS,279.0,0
769252,2014-03-09,42,"LIQUOR,WINE,BEER",0.0,0
1778658,2015-09-28,15,MEATS,114.888,0
623413,2013-12-16,50,EGGS,91.0,0
1682423,2015-08-05,15,HOME APPLIANCES,0.0,0
760885,2014-03-04,9,BOOKS,0.0,0
2194878,2016-05-19,43,HOME AND KITCHEN I,9.0,0
1291524,2014-12-28,47,BEVERAGES,8393.0,8
2217329,2016-06-01,23,PET SUPPLIES,0.0,0
1389288,2015-02-21,4,LINGERIE,5.0,0
2335013,2016-08-06,25,SEAFOOD,7.0,0
34298,2013-01-20,21,FROZEN FOODS,0.0,0
313397,2013-06-25,51,PREPARED FOODS,146.42,0
144911,2013-03-23,25,DAIRY,649.0,0
521195,2013-10-20,32,PET SUPPLIES,0.0,0
1791014,2015-10-05,12,BREAD/BAKERY,135.0,0
1952667,2016-01-04,47,MEATS,687.762,0
1584489,2015-06-11,17,PLAYERS AND ELECTRONICS,1.0,0
1429662,2015-03-16,23,BEVERAGES,572.0,0
2018632,2016-02-10,48,"LIQUOR,WINE,BEER",58.0,1
490314,2013-10-03,17,AUTOMOTIVE,0.0,0
2419899,2016-09-22,8,DELI,196.948,1
980440,2014-07-06,19,EGGS,94.0,0
1567845,2015-06-01,5,HOME AND KITCHEN I,29.0,0
1862531,2015-11-14,19,FROZEN FOODS,46.0,15
2150143,2016-04-24,38,POULTRY,188.109,0
1641123,2015-07-12,7,AUTOMOTIVE,4.0,0
1698697,2015-08-14,21,"LIQUOR,WINE,BEER",52.0,0
158771,2013-03-31,14,DAIRY,174.0,0
2602335,2017-01-04,26,LINGERIE,2.0,0
1779052,2015-09-28,26,"LIQUOR,WINE,BEER",11.0,0
2960632,2017-07-24,3,BOOKS,0.0,0
2886616,2017-06-12,52,CLEANING,1265.0,20
1948231,2016-01-02,23,EGGS,47.0,0
64586,2013-02-06,21,BREAD/BAKERY,0.0,0
2920848,2017-07-02,13,HOME CARE,292.0,21
2424551,2016-09-25,38,DAIRY,1116.0,3
537341,2013-10-29,36,BEAUTY,2.0,0
2229785,2016-06-08,23,DAIRY,479.0,4
2119351,2016-04-07,24,PERSONAL CARE,265.0,0
1581575,2015-06-09,35,HOME APPLIANCES,0.0,0
52506,2013-01-30,32,BEVERAGES,81.0,0
2851486,2017-05-24,17,"LIQUOR,WINE,BEER",14.0,1
1929391,2015-12-21,44,GROCERY II,158.0,0
2366221,2016-08-23,50,"LIQUOR,WINE,BEER",65.0,0
2673566,2017-02-13,25,BREAD/BAKERY,411.941,8
2883162,2017-06-10,6,HOME CARE,391.0,11
2539242,2016-11-28,6,MEATS,358.132,1
270405,2013-06-01,46,BEVERAGES,4174.0,0
2868860,2017-06-02,54,BREAD/BAKERY,165.0,0
2064477,2016-03-07,34,PRODUCE,751.219,0
2303774,2016-07-19,49,FROZEN FOODS,311.41,0
2475285,2016-10-24,11,LINGERIE,7.0,0
2340383,2016-08-09,26,MAGAZINES,0.0,0
374963,2013-07-30,3,HOME APPLIANCES,1.0,0
1191711,2014-11-01,46,HOME AND KITCHEN I,46.0,0
2218622,2016-06-02,1,SEAFOOD,24.797,1
241352,2013-05-16,30,MAGAZINES,0.0,0
2575779,2016-12-19,30,PRODUCE,554.091,3
1603332,2015-06-21,45,PLAYERS AND ELECTRONICS,42.0,0
1482631,2015-04-15,1,CLEANING,878.0,2
1324230,2015-01-16,15,CELEBRATION,0.0,0
1327459,2015-01-17,6,BABY CARE,0.0,0
571980,2013-11-17,8,MEATS,691.726,0
504993,2013-10-11,28,PLAYERS AND ELECTRONICS,0.0,0
2381901,2016-09-01,40,PLAYERS AND ELECTRONICS,13.0,0
937869,2014-06-12,24,DELI,0.0,0
2081851,2016-03-17,22,GROCERY II,1.0,0
742900,2014-02-22,53,BOOKS,0.0,0
331262,2013-07-05,53,DAIRY,0.0,0
2300985,2016-07-18,20,PLAYERS AND ELECTRONICS,3.0,0
1150538,2014-10-09,40,PET SUPPLIES,2.0,0
94334,2013-02-22,6,LAWN AND GARDEN,2.0,0
127250,2013-03-13,3,BEAUTY,4.0,0
1094770,2014-09-08,26,POULTRY,116.032,0
2660072,2017-02-05,46,DAIRY,2892.0,23
2432016,2016-09-29,47,HOME AND KITCHEN I,65.0,0
608967,2013-12-08,45,HOME CARE,0.0,0
1078143,2014-08-30,10,AUTOMOTIVE,3.0,0
2030147,2016-02-17,21,LAWN AND GARDEN,2.0,0
1058313,2014-08-18,53,BEVERAGES,553.0,0
1047440,2014-08-12,48,LAWN AND GARDEN,0.0,0
792700,2014-03-22,50,CLEANING,2081.0,0
1026240,2014-07-31,53,CELEBRATION,5.0,0
1209477,2014-11-11,44,PLAYERS AND ELECTRONICS,28.0,0
1310158,2015-01-08,2,PERSONAL CARE,240.0,0
1567599,2015-06-01,43,AUTOMOTIVE,5.0,0
2947584,2017-07-17,13,MEATS,191.11,0
2681421,2017-02-17,45,CELEBRATION,26.0,0
2926934,2017-07-05,33,SEAFOOD,1.0,1
2654422,2017-02-02,38,BABY CARE,0.0,0
2730140,2017-03-17,12,HOME APPLIANCES,0.0,0
2599912,2017-01-02,9,CLEANING,4186.0,16
1966149,2016-01-12,26,DELI,56.923,0
2497731,2016-11-05,40,PLAYERS AND ELECTRONICS,11.0,0
828905,2014-04-12,17,FROZEN FOODS,48.0,0
736098,2014-02-19,13,AUTOMOTIVE,8.0,0
2056727,2016-03-03,18,BEAUTY,3.0,0
542173,2013-11-01,21,HOME AND KITCHEN II,0.0,0
315731,2013-06-27,18,LAWN AND GARDEN,6.0,0
1134374,2014-09-30,37,SEAFOOD,18.764,0
2885881,2017-06-12,31,SCHOOL AND OFFICE SUPPLIES,0.0,0
468864,2013-09-21,15,AUTOMOTIVE,1.0,0
2560880,2016-12-11,13,HARDWARE,0.0,0
1959186,2016-01-08,30,DELI,116.0,33
174711,2013-04-09,11,DELI,236.117,0
732195,2014-02-16,52,MEATS,0.0,0
2739312,2017-03-22,2,HOME AND KITCHEN I,18.0,3
833530,2014-04-14,46,HOME AND KITCHEN II,0.0,0
1151865,2014-10-10,29,AUTOMOTIVE,0.0,0
2019485,2016-02-11,22,HOME APPLIANCES,0.0,0
559717,2013-11-11,14,BOOKS,0.0,0
494480,2013-10-05,33,DAIRY,195.0,0
861650,2014-04-30,35,LAWN AND GARDEN,0.0,0
44549,2013-01-25,9,SEAFOOD,8.304,0
1961740,2016-01-09,51,"LIQUOR,WINE,BEER",341.0,0
1316378,2015-01-11,44,DAIRY,3965.0,2
1202329,2014-11-07,44,CLEANING,2407.0,0
665405,2014-01-10,29,PET SUPPLIES,0.0,0
1719348,2015-08-25,50,HOME AND KITCHEN I,64.0,0
906712,2014-05-25,5,BOOKS,0.0,0
24125,2013-01-14,36,BEAUTY,0.0,0
174261,2013-04-08,48,LINGERIE,7.0,0
2201581,2016-05-23,31,LADIESWEAR,1.0,0
1705088,2015-08-17,50,FROZEN FOODS,148.831,1
819805,2014-04-07,11,LADIESWEAR,0.0,0
1258768,2014-12-09,28,HOME AND KITCHEN II,5.0,0
856330,2014-04-27,36,GROCERY II,2.0,0
505411,2013-10-11,4,HOME AND KITCHEN II,0.0,0
1863948,2015-11-14,9,DELI,641.564,0
2807020,2017-04-29,2,CLEANING,1156.0,37
1927384,2015-12-20,38,LADIESWEAR,44.0,0
2612416,2017-01-10,1,BOOKS,3.0,0
1236666,2014-11-26,8,MEATS,399.319,0
143135,2013-03-22,25,HARDWARE,0.0,0
248411,2013-05-20,29,LAWN AND GARDEN,0.0,0
382645,2013-08-03,45,EGGS,486.0,0
1012868,2014-07-24,28,SEAFOOD,0.338,1
2264326,2016-06-27,41,SCHOOL AND OFFICE SUPPLIES,1.0,0
2157100,2016-04-28,33,"LIQUOR,WINE,BEER",45.0,0
1766780,2015-09-21,31,PET SUPPLIES,1.0,0
2289609,2016-07-11,51,BEVERAGES,4719.0,22
2668530,2017-02-10,33,HOME CARE,120.0,7
1174,2013-01-01,41,LADIESWEAR,0.0,0
1116305,2014-09-20,30,HARDWARE,2.0,0
2418352,2016-09-22,14,GROCERY II,10.0,0
1869140,2015-11-17,53,LAWN AND GARDEN,2.0,0
945869,2014-06-16,48,MAGAZINES,0.0,0
319053,2013-06-29,11,DELI,221.285,0
2684504,2017-02-19,31,LAWN AND GARDEN,1.0,0
1276232,2014-12-19,18,MAGAZINES,1.0,0
656308,2014-01-05,24,BOOKS,0.0,0
2059545,2016-03-04,46,HOME AND KITCHEN I,16.0,0
1817490,2015-10-19,54,HOME AND KITCHEN I,27.0,0
2201012,2016-05-23,16,FROZEN FOODS,26.0,1
2810726,2017-05-01,23,HOME APPLIANCES,0.0,0
2662677,2017-02-07,2,CELEBRATION,7.0,0
1459941,2015-04-02,22,LINGERIE,0.0,0
1586551,2015-06-12,25,EGGS,107.0,24
2865330,2017-05-31,6,CELEBRATION,11.0,0
931243,2014-06-08,38,HOME AND KITCHEN II,0.0,0
1303053,2015-01-04,20,HOME AND KITCHEN I,0.0,0
2259730,2016-06-25,13,"LIQUOR,WINE,BEER",32.0,0
2666610,2017-02-09,3,GROCERY I,7829.0,43
1082051,2014-09-01,2,HARDWARE,1.0,0
2081169,2016-03-16,52,MEATS,0.0,0
672065,2014-01-14,16,LAWN AND GARDEN,0.0,0
2478360,2016-10-25,47,PLAYERS AND ELECTRONICS,27.0,0
597081,2013-12-02,12,GROCERY I,2648.0,0
1127332,2014-09-26,4,LADIESWEAR,25.0,0
923285,2014-06-04,15,FROZEN FOODS,25.0,0
509484,2013-10-13,53,PRODUCE,0.0,0
2330355,2016-08-03,44,PLAYERS AND ELECTRONICS,25.0,0
1910322,2015-12-11,1,HOME CARE,145.0,2
2519893,2016-11-18,13,GROCERY II,7.0,0
239602,2013-05-15,31,"LIQUOR,WINE,BEER",3.0,0
1667282,2015-07-27,4,MAGAZINES,0.0,0
1441169,2015-03-22,45,PET SUPPLIES,0.0,0
572536,2013-11-18,23,LADIESWEAR,0.0,0
1798226,2015-10-09,14,MAGAZINES,0.0,0
253757,2013-05-23,29,LAWN AND GARDEN,0.0,0
1164662,2014-10-17,37,PET SUPPLIES,7.0,0
60518,2013-02-03,7,PREPARED FOODS,135.0,0
1521588,2015-05-06,51,MEATS,711.417,2
1709766,2015-08-20,32,BEVERAGES,445.0,6
134131,2013-03-17,22,LADIESWEAR,0.0,0
2428125,2016-09-27,38,HOME CARE,222.0,11
2410527,2016-09-17,44,DELI,830.092,6
1036834,2014-08-06,50,CLEANING,1341.0,7
980273,2014-07-06,14,DAIRY,359.0,0
1963112,2016-01-10,40,DAIRY,492.0,0
306972,2013-06-22,22,CELEBRATION,0.0,0
2939930,2017-07-12,48,PET SUPPLIES,12.0,0
1995202,2016-01-28,40,"LIQUOR,WINE,BEER",20.0,0
488573,2013-10-02,18,DAIRY,214.0,0
1949316,2016-01-02,53,CELEBRATION,10.0,0
1559368,2015-05-28,12,LADIESWEAR,0.0,0
27983,2013-01-16,43,SEAFOOD,0.0,0
1997717,2016-01-30,11,PREPARED FOODS,84.048996,0
289638,2013-06-12,35,PRODUCE,0.0,0
1032552,2014-08-04,30,HOME AND KITCHEN I,0.0,0
623610,2013-12-16,7,DELI,185.991,0
520897,2013-10-20,24,PERSONAL CARE,236.0,0
2424058,2016-09-25,24,EGGS,218.0,0
800471,2014-03-27,19,MAGAZINES,0.0,0
1110546,2014-09-17,19,PRODUCE,270.487,0
2350106,2016-08-14,49,FROZEN FOODS,389.79,0
1858052,2015-11-11,42,LAWN AND GARDEN,11.0,2
417762,2013-08-23,30,HOME AND KITCHEN I,0.0,0
2318109,2016-07-27,50,MEATS,473.627,2
1817254,2015-10-19,48,EGGS,99.0,0
50359,2013-01-29,22,BABY CARE,0.0,0
1462795,2015-04-03,52,BOOKS,0.0,0
2679103,2017-02-16,3,SCHOOL AND OFFICE SUPPLIES,2.0,0
1819492,2015-10-21,11,BOOKS,0.0,0
612021,2013-12-10,31,BEVERAGES,953.0,0
731754,2014-02-16,40,GROCERY I,3861.0,0
2121069,2016-04-08,22,PLAYERS AND ELECTRONICS,1.0,0
2010768,2016-02-06,28,GROCERY I,4650.195,0
1829126,2015-10-26,31,BEAUTY,0.0,0
2885594,2017-06-12,24,DAIRY,1206.0,30
619513,2013-12-14,41,BOOKS,0.0,0
1150209,2014-10-09,31,PLAYERS AND ELECTRONICS,6.0,0
2377309,2016-08-30,12,"LIQUOR,WINE,BEER",29.0,0
1205785,2014-11-09,40,SCHOOL AND OFFICE SUPPLIES,0.0,0
53953,2013-01-31,22,SCHOOL AND OFFICE SUPPLIES,0.0,0
2470357,2016-10-21,23,EGGS,42.0,15
592121,2013-11-29,23,BEAUTY,1.0,0
1921704,2015-12-17,29,HOME AND KITCHEN I,14.0,0
2342295,2016-08-10,3,LINGERIE,9.0,0
2557032,2016-12-08,54,PLAYERS AND ELECTRONICS,1.0,0
928161,2014-06-06,51,BEVERAGES,2691.0,0
824514,2014-04-09,43,DELI,139.0,0
2611574,2017-01-09,35,LAWN AND GARDEN,0.0,0
691827,2014-01-25,20,HOME AND KITCHEN I,0.0,0
1120642,2014-09-22,51,POULTRY,699.807,0
531701,2013-10-26,28,BREAD/BAKERY,585.0,0
980751,2014-07-06,27,MEATS,333.586,1
290530,2013-06-13,10,SCHOOL AND OFFICE SUPPLIES,0.0,0
293901,2013-06-14,6,BEVERAGES,1218.0,0
968854,2014-06-29,43,CLEANING,1191.0,1
2836416,2017-05-15,44,AUTOMOTIVE,7.0,0
977680,2014-07-04,40,"LIQUOR,WINE,BEER",25.0,0
1215061,2014-11-14,51,BABY CARE,0.0,0
2060074,2016-03-05,11,HOME AND KITCHEN II,30.0,0
2234820,2016-06-11,14,PLAYERS AND ELECTRONICS,3.0,0
1489701,2015-04-18,8,HOME AND KITCHEN I,74.0,0
1834621,2015-10-29,35,LADIESWEAR,0.0,0
346430,2013-07-14,29,PREPARED FOODS,0.0,0
680535,2014-01-18,53,DELI,0.0,0
2459199,2016-10-15,10,CELEBRATION,6.0,0
319226,2013-06-29,16,HOME APPLIANCES,0.0,0
300727,2013-06-18,46,SCHOOL AND OFFICE SUPPLIES,0.0,0
2160193,2016-04-30,20,GROCERY II,14.0,0
1524658,2015-05-08,38,PERSONAL CARE,327.0,4
1577745,2015-06-07,28,HOME AND KITCHEN I,20.0,0
2476981,2016-10-25,1,BABY CARE,0.0,0
1090841,2014-09-06,16,PET SUPPLIES,0.0,0
2064440,2016-03-07,33,PET SUPPLIES,0.0,0
1322003,2015-01-14,51,MAGAZINES,0.0,0
1911423,2015-12-11,4,PRODUCE,2155.238,0
1614171,2015-06-27,5,DELI,283.304,2
1337476,2015-01-23,36,LADIESWEAR,0.0,0
1949281,2016-01-02,52,BOOKS,0.0,0
2792830,2017-04-21,21,CLEANING,4457.0,50
2991525,2017-08-10,46,DELI,494.37,9
503248,2013-10-10,29,SCHOOL AND OFFICE SUPPLIES,0.0,0
601375,2013-12-04,32,HOME AND KITCHEN II,0.0,0
